idGame,slugTeam,namePlayer,groupStartPosition,idTeam,idPlayer,fgm,fga,pctFG,fg3m,fg3a,pctFG3,pctFT,fg2m,fg2a,pctFG2,cityTeam,teamName,isStarter,minExact,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,pts,plusminus,HEIGHT,WEIGHT
22200483,BKN,Ben Simmons,G,1610612751,1627732,6,9,0.667,0,0,0,0,6,9,0.6666666666666666,Brooklyn,Ben,TRUE,28.2,0,0,5,6,11,8,3,0,1,4,12,26,82,240
22200483,BKN,Seth Curry,NA,1610612751,203552,2,9,0.222,1,4,0.25,0,1,5,0.2,Brooklyn,Seth,TRUE,24.983333333333334,0,0,1,0,1,0,2,0,1,1,5,6,73,185
22200483,BKN,Edmond Sumner,NA,1610612751,1628410,1,6,0.167,0,1,0,1,1,5,0.2,Brooklyn,Edmond,TRUE,10.116666666666667,2,2,0,1,1,2,0,1,0,2,4,1,76,196
22200483,BKN,T.J. Warren,NA,1610612751,203933,5,11,0.455,2,4,0.5,0,3,7,0.42857142857142855,Brooklyn,T.J.,TRUE,21.283333333333335,0,0,2,4,6,3,1,0,1,1,12,-5,80,220
22200483,BKN,Yuta Watanabe,NA,1610612751,1629139,1,3,0.333,1,2,0.5,1,0,1,0,Brooklyn,Yuta,TRUE,23,2,2,0,2,2,0,1,0,0,2,5,-7,80,215
22200483,BKN,Day'Ron Sharpe,NA,1610612751,1630549,1,1,1,0,0,0,0,1,1,1,Brooklyn,Day'Ron,TRUE,2.7666666666666666,0,0,1,0,1,0,0,0,1,0,2,-3,81,265
22200483,BKN,Cam Thomas,NA,1610612751,1630560,0,0,0,0,0,0,0,0,0,0,Brooklyn,Cam,TRUE,2.7666666666666666,0,0,0,0,0,0,0,0,0,0,0,-3,75,210
22200484,TOR,O.G. Anunoby,F,1610612761,1628384,10,16,0.625,6,9,0.6666666666666666,0,4,7,0.5714285714285714,Toronto,O.G.,TRUE,37.766666666666666,0,0,1,8,9,2,2,0,4,2,26,9,79,232
22200484,TOR,Pascal Siakam,F,1610612761,1627783,9,22,0.409,2,5,0.4,0.75,7,17,0.4117647058823529,Toronto,Pascal,TRUE,41.55,6,8,2,5,7,9,2,1,5,4,26,1,80,230
22200484,TOR,Juancho Hernangomez,C,1610612761,1627823,1,3,0.333,1,2,0.5,0,0,1,0,Toronto,Juancho,TRUE,23.633333333333333,0,0,2,1,3,1,0,0,1,1,3,17,81,214
