Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
441,Jaden Springer,SG,20,PHI,10,0,40,8,16,0.5,0,2,0,8,14,0.571,0.5,3,4,0.75,5,4,9,4,5,2,1,9,19,sprinja01
442,Lamar Stevens,PF,25,CLE,54,22,969,116,249,0.466,26,82,0.317,90,167,0.539,0.518,37,51,0.725,41,132,173,30,23,15,24,68,295,stevela01
443,Isaiah Stewart,C,21,DET,50,47,1414,195,441,0.442,67,205,0.327,128,236,0.542,0.518,110,149,0.738,115,288,403,70,20,34,68,133,567,stewais01
444,Max Strus,SF,26,MIA,71,28,2055,292,726,0.402,173,514,0.337,119,212,0.561,0.521,77,87,0.885,46,192,238,156,40,11,64,146,834,strusma01
445,Jalen Suggs,PG,21,ORL,45,16,1068,156,374,0.417,52,167,0.311,104,207,0.502,0.487,71,101,0.703,49,84,133,142,59,22,82,107,435,suggsja01
446,Edmond Sumner,SG,27,BRK,48,12,690,116,254,0.457,30,84,0.357,86,170,0.506,0.516,92,99,0.929,11,63,74,68,31,9,45,79,354,sumneed01
447,Cole Swider,SF,23,LAL,6,0,40,3,9,0.333,3,8,0.375,0,1,0,0.5,0,0,,1,6,7,4,0,0,0,3,9,swideco01
448,Jae'Sean Tate,SF,27,HOU,31,7,677,110,229,0.48,13,46,0.283,97,183,0.53,0.509,50,69,0.725,41,77,118,84,21,7,47,106,283,tateja01
449,Jayson Tatum,PF,24,BOS,68,68,2544,665,1449,0.459,220,639,0.344,445,810,0.549,0.535,494,579,0.853,74,531,605,321,70,50,199,144,2044,tatumja01
450,Terry Taylor,PF,23,TOT,28,2,234,32,67,0.478,4,18,0.222,28,49,0.571,0.507,5,7,0.714,22,17,39,10,3,5,9,25,73,taylote01
450,Terry Taylor,PF,23,IND,26,2,228,30,65,0.462,4,18,0.222,26,47,0.553,0.492,5,7,0.714,22,17,39,10,3,5,9,24,69,taylote01
450,Terry Taylor,PF,23,CHI,2,0,6,2,2,1,0,0,,2,2,1,1,0,0,,0,0,0,0,0,0,0,1,4,taylote01
451,Garrett Temple,SG,36,NOP,21,0,147,15,41,0.366,9,23,0.391,6,18,0.333,0.476,3,4,0.75,4,10,14,12,9,1,4,14,42,templga01
452,Dalen Terry,SG,20,CHI,28,0,137,19,41,0.463,6,16,0.375,13,25,0.52,0.537,5,10,0.5,7,12,19,16,4,4,6,12,49,terryda01
453,Daniel Theis,C,30,IND,7,1,109,21,44,0.477,2,11,0.182,19,33,0.576,0.5,5,12,0.417,7,15,22,9,2,6,3,7,49,theisda01
454,Cam Thomas,SG,21,BRK,52,3,861,177,405,0.437,45,120,0.375,132,285,0.463,0.493,139,162,0.858,8,81,89,75,19,6,55,51,538,thomaca02
455,Klay Thompson,SG,32,GSW,61,61,2009,486,1114,0.436,261,643,0.406,225,471,0.478,0.553,109,124,0.879,38,217,255,148,44,25,110,113,1342,thompkl01
456,JT Thor,PF,20,CHO,60,4,714,65,167,0.389,22,83,0.265,43,84,0.512,0.455,20,31,0.645,33,81,114,26,18,15,25,52,172,thorjt01
457,Matisse Thybulle,SG,25,TOT,64,21,1021,97,217,0.447,46,127,0.362,51,90,0.567,0.553,13,18,0.722,37,83,120,45,72,27,17,100,253,thybuma01
457,Matisse Thybulle,SG,25,PHI,49,6,591,50,116,0.431,21,63,0.333,29,53,0.547,0.522,9,12,0.75,20,43,63,23,45,14,8,65,130,thybuma01
457,Matisse Thybulle,SG,25,POR,15,15,430,47,101,0.465,25,64,0.391,22,37,0.595,0.589,4,6,0.667,17,40,57,22,27,13,9,35,123,thybuma01
458,Xavier Tillman Sr.,PF,24,MEM,52,21,949,145,245,0.592,4,15,0.267,141,230,0.613,0.6,44,79,0.557,102,146,248,80,47,23,36,81,338,tillmxa01
459,Isaiah Todd,PF,21,WAS,4,0,13,1,4,0.25,0,3,0,1,1,1,0.25,0,0,,0,0,0,0,0,0,0,0,2,toddis01
460,Obi Toppin,PF,24,NYK,58,0,832,134,319,0.42,62,190,0.326,72,129,0.558,0.517,29,37,0.784,26,134,160,44,17,10,32,56,359,toppiob01
461,Juan Toscano-Anderson,SF,29,TOT,41,7,487,43,90,0.478,6,26,0.231,37,64,0.578,0.511,11,15,0.733,19,71,90,37,14,8,23,61,103,toscaju01
461,Juan Toscano-Anderson,SF,29,LAL,30,7,365,33,66,0.5,4,20,0.2,29,46,0.63,0.53,11,15,0.733,14,47,61,25,10,7,17,46,81,toscaju01
461,Juan Toscano-Anderson,SF,29,UTA,11,0,122,10,24,0.417,2,6,0.333,8,18,0.444,0.458,0,0,,5,24,29,12,4,1,6,15,22,toscaju01
462,Karl-Anthony Towns,PF,27,MIN,21,21,709,153,303,0.505,38,117,0.325,115,186,0.618,0.568,92,104,0.885,35,137,172,111,16,14,65,82,436,townska01
463,Gary Trent Jr.,SG,24,TOR,63,43,2054,394,907,0.434,162,437,0.371,232,470,0.494,0.524,166,198,0.838,29,138,167,100,103,14,53,100,1116,trentga02
464,P.J. Tucker,PF,37,PHI,66,66,1702,81,191,0.424,46,116,0.397,35,75,0.467,0.545,19,23,0.826,86,181,267,54,36,14,40,158,227,tuckepj01
465,Myles Turner,C,26,IND,60,60,1772,387,711,0.544,92,245,0.376,295,466,0.633,0.609,211,267,0.79,86,367,453,86,36,138,100,207,1077,turnemy01
466,Stanley Umude,SG,23,DET,1,0,2,0,1,0,0,1,0,0,0,,0,2,2,1,0,0,0,0,1,1,0,0,2,umudest01
467,Jonas Valan?i?nas,C,30,NOP,69,69,1704,390,706,0.552,35,100,0.35,355,606,0.586,0.577,168,203,0.828,191,483,674,117,17,40,136,209,983,valanjo01
468,Jarred Vanderbilt,PF,23,TOT,68,55,1656,221,402,0.55,23,77,0.299,198,325,0.609,0.578,88,128,0.688,153,379,532,176,76,19,91,170,553,vandeja01
468,Jarred Vanderbilt,PF,23,UTA,52,41,1254,173,311,0.556,19,57,0.333,154,254,0.606,0.587,67,102,0.657,121,288,409,142,53,15,68,133,432,vandeja01
468,Jarred Vanderbilt,PF,23,LAL,16,14,402,48,91,0.527,4,20,0.2,44,71,0.62,0.549,21,26,0.808,32,91,123,34,23,4,23,37,121,vandeja01
469,Fred VanVleet,PG,28,TOR,60,60,2218,389,972,0.4,184,525,0.35,205,447,0.459,0.495,213,239,0.891,27,226,253,422,103,34,118,169,1175,vanvlfr01
470,Devin Vassell,SG,22,SAS,36,30,1122,252,567,0.444,99,252,0.393,153,315,0.486,0.532,75,95,0.789,8,131,139,128,41,16,53,52,678,vassede01
471,Gabe Vincent,PG,26,MIA,59,25,1549,193,492,0.392,100,309,0.324,93,183,0.508,0.494,64,72,0.889,24,101,125,145,55,4,86,142,550,vincega01
472,Noah Vonleh,C,27,BOS,23,1,171,11,24,0.458,1,4,0.25,10,20,0.5,0.479,2,2,1,18,30,48,7,2,8,11,35,25,vonleno01
473,Nikola Vu?evi?,C,32,CHI,71,71,2433,517,1011,0.511,112,320,0.35,405,691,0.586,0.567,115,139,0.827,144,661,805,234,53,56,123,163,1261,vucevni01
474,Dean Wade,PF,26,CLE,39,9,776,62,152,0.408,38,109,0.349,24,43,0.558,0.533,15,23,0.652,16,114,130,32,24,18,14,80,177,wadede01
475,Franz Wagner,SF,21,ORL,72,72,2376,495,1015,0.488,121,333,0.363,374,682,0.548,0.547,239,286,0.836,63,225,288,255,64,14,152,166,1350,wagnefr01
476,Moritz Wagner,C,25,ORL,50,17,1015,183,367,0.499,48,152,0.316,135,215,0.628,0.564,139,165,0.842,65,169,234,77,36,10,57,125,553,wagnemo01
477,Ish Wainright,SF,28,PHO,53,1,813,75,201,0.373,51,152,0.336,24,49,0.49,0.5,23,27,0.852,43,76,119,50,37,18,21,108,224,wainris01
478,Jabari Walker,SF,20,POR,46,0,401,46,107,0.43,7,29,0.241,39,78,0.5,0.463,23,31,0.742,36,56,92,22,5,10,19,42,122,walkeja01
479,Kemba Walker,PG,32,DAL,9,1,144,24,57,0.421,7,28,0.25,17,29,0.586,0.482,17,21,0.81,3,13,16,19,2,2,4,11,72,walkeke02
480,Lonnie Walker IV,SG,24,LAL,51,32,1248,225,506,0.445,85,237,0.359,140,269,0.52,0.529,89,102,0.873,13,90,103,63,27,16,46,68,624,walkelo01
481,John Wall,PG,32,LAC,34,3,755,138,338,0.408,33,109,0.303,105,229,0.459,0.457,77,113,0.681,14,78,92,178,27,12,80,59,386,walljo01
482,T.J. Warren,PF-SF,29,TOT,34,0,541,106,214,0.495,17,50,0.34,89,164,0.543,0.535,27,33,0.818,17,71,88,29,17,8,18,51,256,warretj01
482,T.J. Warren,PF,29,BRK,26,0,490,102,200,0.51,16,48,0.333,86,152,0.566,0.55,27,33,0.818,13,59,72,29,15,7,17,45,247,warretj01
482,T.J. Warren,SF,29,PHO,8,0,51,4,14,0.286,1,2,0.5,3,12,0.25,0.321,0,0,,4,12,16,0,2,1,1,6,9,warretj01
483,Duane Washington Jr.,SG,22,PHO,31,3,394,94,256,0.367,40,111,0.36,54,145,0.372,0.445,16,24,0.667,2,34,36,63,6,4,34,23,244,washidu02
484,P.J. Washington,PF,24,CHO,68,68,2235,388,884,0.439,135,389,0.347,253,495,0.511,0.515,115,160,0.719,67,263,330,159,61,77,101,182,1026,washipj01
485,TyTy Washington Jr.,PG,21,HOU,30,2,412,55,155,0.355,17,78,0.218,38,77,0.494,0.41,10,16,0.625,2,40,42,47,13,2,14,27,137,washity02
486,Yuta Watanabe,SF,28,BRK,49,0,835,103,204,0.505,53,115,0.461,50,89,0.562,0.635,31,41,0.756,27,98,125,42,22,15,20,71,290,watanyu01
487,Lindy Waters III,SG,25,OKC,35,0,434,57,144,0.396,48,131,0.366,9,13,0.692,0.563,15,18,0.833,10,51,61,24,12,9,10,34,177,waterli01
488,Trendon Watford,PF,22,POR,54,4,1002,134,241,0.556,21,49,0.429,113,192,0.589,0.6,54,75,0.72,39,163,202,108,30,6,60,105,343,watfotr01
489,Peyton Watson,SG,20,DEN,14,0,44,10,19,0.526,2,4,0.5,8,15,0.533,0.579,0,2,0,3,5,8,1,0,1,2,2,22,watsope01
490,Blake Wesley,SG,19,SAS,27,1,451,50,147,0.34,16,39,0.41,34,108,0.315,0.395,19,32,0.594,9,44,53,58,17,4,44,52,135,weslebl01
491,Russell Westbrook,PG,34,TOT,64,15,1851,367,866,0.424,72,249,0.289,295,617,0.478,0.465,180,273,0.659,76,310,386,479,69,27,228,151,986,westbru01
491,Russell Westbrook,PG,34,LAL,52,3,1491,304,729,0.417,63,213,0.296,241,516,0.467,0.46,156,238,0.655,59,262,321,391,53,23,184,121,827,westbru01
491,Russell Westbrook,PG,34,LAC,12,12,360,63,137,0.46,9,36,0.25,54,101,0.535,0.493,24,35,0.686,17,48,65,88,16,4,44,30,159,westbru01
492,Coby White,SG,22,CHI,63,1,1425,201,475,0.423,105,289,0.363,96,186,0.516,0.534,53,62,0.855,12,155,167,145,47,6,56,103,560,whiteco01
493,Derrick White,SG,28,BOS,73,61,2057,306,662,0.462,128,339,0.378,178,323,0.551,0.559,146,167,0.874,48,206,254,289,49,66,79,166,886,whitede01
494,Jack White,SF,25,DEN,16,0,51,7,16,0.438,3,8,0.375,4,8,0.5,0.531,2,3,0.667,3,6,9,3,2,2,1,8,19,whiteja03
495,Joe Wieskamp,SF,23,TOR,5,0,30,3,8,0.375,3,7,0.429,0,1,0,0.563,0,0,,0,2,2,1,0,0,1,2,9,wieskjo01
496,Aaron Wiggins,SG,24,OKC,60,14,1107,152,305,0.498,38,101,0.376,114,204,0.559,0.561,49,60,0.817,61,124,185,73,32,12,47,92,391,wiggiaa01
497,Andrew Wiggins,SF,27,GSW,37,37,1190,250,529,0.473,89,225,0.396,161,304,0.53,0.557,44,72,0.611,61,125,186,85,45,28,48,107,633,wiggian01
498,Lindell Wigginton,PG,24,MIL,2,0,3,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,0,0,0,0,0,0,0,2,wiggili01
499,Alondes Williams,SG,23,BRK,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,1,0,willial06
500,Grant Williams,PF,24,BOS,70,22,1861,195,430,0.453,106,262,0.405,89,168,0.53,0.577,86,107,0.804,76,251,327,120,41,26,75,180,582,willigr01
501,Jalen Williams,SG,21,OKC,66,53,1973,351,677,0.518,63,181,0.348,288,496,0.581,0.565,131,166,0.789,72,227,299,213,90,34,106,167,896,willija06
502,Jaylin Williams,PF,20,OKC,40,27,708,84,190,0.442,37,86,0.43,47,104,0.452,0.539,31,43,0.721,32,157,189,56,19,11,27,92,236,willija07
503,Kenrich Williams,PF,28,OKC,53,10,1206,179,346,0.517,50,134,0.373,129,212,0.608,0.59,17,39,0.436,97,164,261,105,45,14,32,112,425,willike04
504,Mark Williams,C,21,CHO,37,12,655,125,195,0.641,0,0,,125,195,0.641,0.641,54,78,0.692,74,163,237,15,25,40,31,81,304,willima07
505,Patrick Williams,PF,21,CHI,71,60,2032,270,578,0.467,97,234,0.415,173,344,0.503,0.551,81,93,0.871,67,225,292,90,59,57,87,130,718,willipa01
506,Robert Williams,C,25,BOS,29,18,699,110,148,0.743,0,1,0,110,147,0.748,0.743,22,34,0.647,89,159,248,43,14,34,26,58,242,williro04
507,Vince Williams Jr.,SG,22,MEM,11,0,52,4,14,0.286,2,10,0.2,2,4,0.5,0.357,0,0,,2,5,7,3,4,1,1,6,10,willivi01
508,Ziaire Williams,SF,21,MEM,36,3,528,75,177,0.424,22,89,0.247,53,88,0.602,0.486,14,18,0.778,15,60,75,26,14,5,36,57,186,willizi02
509,Zion Williamson,PF,22,NOP,29,29,956,285,469,0.608,7,19,0.368,278,450,0.618,0.615,177,248,0.714,58,144,202,133,32,16,99,65,754,willizi01
510,Dylan Windler,SF,26,CLE,2,0,8,2,3,0.667,1,2,0.5,1,1,1,0.833,0,0,,0,0,0,1,1,0,1,0,5,windldy01
511,Justise Winslow,SF,26,POR,29,11,776,81,198,0.409,14,45,0.311,67,153,0.438,0.444,20,28,0.714,49,96,145,98,30,11,43,89,196,winslju01
512,James Wiseman,C,21,TOT,36,13,657,146,252,0.579,4,16,0.25,142,236,0.602,0.587,48,70,0.686,58,150,208,23,6,21,40,85,344,wisemja01
512,James Wiseman,C,21,DET,15,13,395,87,158,0.551,3,14,0.214,84,144,0.583,0.56,22,32,0.688,40,95,135,9,3,14,26,46,199,wisemja01
512,James Wiseman,C,21,GSW,21,0,262,59,94,0.628,1,2,0.5,58,92,0.63,0.633,26,38,0.684,18,55,73,14,3,7,14,39,145,wisemja01
513,Christian Wood,C,27,DAL,59,17,1579,364,706,0.516,95,256,0.371,269,450,0.598,0.583,194,250,0.776,81,375,456,107,27,63,112,159,1017,woodch01
514,Delon Wright,PG,30,WAS,43,9,1023,106,226,0.469,33,95,0.347,73,131,0.557,0.542,40,44,0.909,52,85,137,164,83,15,40,54,285,wrighde01
515,McKinley Wright IV,PG,24,DAL,24,1,278,34,72,0.472,7,21,0.333,27,51,0.529,0.521,11,16,0.688,8,32,40,48,8,4,16,21,86,wrighmc01
516,Thaddeus Young,PF,34,TOR,54,9,795,108,198,0.545,6,34,0.176,102,164,0.622,0.561,18,26,0.692,71,95,166,75,54,5,42,88,240,youngth01
517,Trae Young,PG,24,ATL,65,65,2262,552,1274,0.433,144,427,0.337,408,847,0.482,0.49,493,556,0.887,54,147,201,654,72,9,264,98,1741,youngtr01
518,Omer Yurtseven,C,24,MIA,5,0,34,4,8,0.5,0,1,0,4,7,0.571,0.5,1,2,0.5,4,4,8,0,1,1,1,6,9,yurtsom01
519,Cody Zeller,C,30,MIA,10,0,130,15,29,0.517,0,1,0,15,28,0.536,0.517,17,23,0.739,16,19,35,6,2,4,8,23,47,zelleco01
520,Ivica Zubac,C,25,LAC,67,67,1945,281,450,0.624,0,2,0,281,448,0.627,0.624,145,205,0.707,221,454,675,71,25,87,108,194,707,zubaciv01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
