Game_ID,TEAM_ID_away,TEAM_ID_home,HOME_TEAM_WINS,FGM_home,FGA_home,FG_PCT_home,FG3M_home,FG3A_home,FG3_PCT_home,FTT_PCT_home,FG2M_home,FG2A_home,FG2_PCT_home,MIN_home,FTM_home,FTA_home,OREB_home,DREB_home,AST_home,STL_home,BLK_home,TOV_home,PF_home,PTS_home,AWAY_TEAM_WINS,FGM_away,FGA_away,FG_PCT_away,FG3M_away,FG3A_away,FG3_PCT_away,FTT_PCT_away,FG2M_away,FG2A_away,FG2_PCT_away,MIN_away,FTM_away,FTA_away,OREB_away,DREB_away,AST_away,STL_away,BLK_away,TOV_away,PF_away,PTS_away,OREB,Total,Spread,AVG_HEIGHT_home,AVG_WEIGHT_home,STARTERS_PM_home,AVG_HEIGHT_away,AVG_WEIGHT_away,STARTERS_PM_away,BULLY_BALL_home,BULLY_BALL_away
21200725,1610612763,1610612737,1,38,74,0.514,10,24,0.416666667,0.739,28,50,0.56,240,17,23,6,40,28,4,5,13,16,103,0,38,84,0.452,5,12,0.416666667,0.688,33,72,0.458333333,240,11,16,9,29,28,6,4,8,19,92,15,195,11,79,225.1,71,79.33333333333333,218.08333333333334,-52,0.13971391925712046,0.11578531153119437
21200998,1610612748,1610612738,0,39,72,0.542,10,21,0.476190476,0.625,29,51,0.568627451,240,15,24,4,29,24,9,7,21,26,103,1,42,85,0.494,7,20,0.35,0.667,35,65,0.538461538,240,14,21,10,29,25,11,7,16,18,105,14,208,-2,78,216.25,-24,78.44444444444444,219.44444444444446,63,0.08104552874218951,0.11016937601020768
21300090,1610612746,1610612745,0,35,78,0.449,7,26,0.269230769,0.63,28,52,0.538461538,240,17,27,10,32,21,10,5,18,23,94,1,42,88,0.477,9,24,0.375,0.609,33,64,0.515625,240,14,23,15,30,26,10,7,14,28,107,25,201,-13,79.125,223.75,-77,77.5,217.2,77,0.10509125581859442,0.06740248306997741
21400719,1610612766,1610612764,0,33,81,0.407,6,15,0.4,0.842,27,66,0.409090909,240,16,19,10,33,19,7,3,12,23,88,1,37,79,0.468,4,15,0.266666667,0.737,33,64,0.515625,240,14,19,6,36,21,6,3,13,18,92,16,180,-4,79.6,226.3,-46,78.33333333333333,228.55555555555554,52,0.15449189335033972,0.15462471872152816
21300360,1610612762,1610612748,1,45,71,0.634,6,15,0.4,0.808,39,56,0.696428571,240,21,26,6,35,28,10,8,15,14,117,0,39,84,0.464,5,18,0.277777778,0.647,34,66,0.515151515,240,11,17,11,22,17,7,2,15,20,94,17,211,23,78.92307692307692,221.3846153846154,93,78.38461538461539,221.69230769230768,-119,0.11981095487356347,0.12068592332408204
21400167,1610612752,1610612750,1,44,89,0.494,11,22,0.5,0.727,33,67,0.492537313,240,16,22,15,20,26,15,2,14,23,115,0,34,69,0.493,9,16,0.5625,0.786,25,53,0.471698113,240,22,28,8,25,19,6,3,23,22,99,23,214,16,78.81818181818181,212.36363636363637,96,79.16666666666667,224.41666666666666,-66,0.05677329918405323,0.11480584085778783
21401074,1610612765,1610612753,0,43,82,0.524,3,15,0.2,1,40,67,0.597014925,240,8,8,8,32,31,3,2,17,24,97,1,42,90,0.467,7,18,0.388888889,0.741,35,72,0.486111111,240,20,27,12,29,22,10,6,7,12,111,20,208,-14,78.4,223.4,-33,79,227.1,50,0.1225158900777711,0.15703550643883096
21200962,1610612762,1610612760,1,37,69,0.536,7,16,0.4375,0.879,30,53,0.566037736,240,29,33,11,37,20,9,7,25,27,110,0,28,80,0.35,5,15,0.333333333,0.788,23,65,0.353846154,240,26,33,13,22,21,13,6,20,25,87,24,197,23,79.75,230.41666666666666,86,78.46153846153847,226.3846153846154,-79,0.17770860251978285,0.1455292692791264
21400548,1610612753,1610612747,1,36,90,0.4,7,21,0.333333333,0.71,29,69,0.420289855,240,22,31,18,42,16,8,7,14,21,101,0,30,76,0.395,6,14,0.428571429,0.783,24,62,0.387096774,240,18,23,4,32,19,8,7,16,27,84,22,185,17,79.36363636363636,224.27272727272728,58,78.66666666666667,223.25,-70,0.10983653449512956,0.10444537246049672
21400105,1610612760,1610612749,1,33,81,0.407,3,15,0.2,0.667,30,66,0.454545455,240,16,24,14,37,18,5,6,16,22,85,0,29,87,0.333,6,20,0.3,0.737,23,67,0.343283582,240,14,19,13,33,15,6,5,16,22,78,27,163,7,79.18181818181819,223.72727272727272,-19,78.2,219.3,-11,0.10563707453080103,0.08346534988713328
21400190,1610612764,1610612749,0,36,84,0.429,5,15,0.333333333,0.885,31,69,0.449275362,240,23,26,8,28,21,11,7,15,20,100,1,43,93,0.462,8,18,0.444444444,0.773,35,75,0.466666667,240,17,22,20,33,27,7,6,17,24,111,28,211,-11,79.3,227.4,-50,79.36363636363636,228.63636363636363,37,0.12152567343926388,0.1340600395500251
21300129,1610612766,1610612739,0,32,79,0.405,4,15,0.266666667,0.706,28,64,0.4375,240,12,17,10,33,19,10,6,16,17,80,1,32,80,0.4,8,20,0.4,0.7,24,60,0.4,240,14,20,12,35,23,8,8,16,13,86,22,166,-6,79.54545454545455,229.9090909090909,9,78.375,224.5,-23,0.1721003026336151,0.13473998962976722
